,date,time,comp,round,day,venue,result,gf,ga,opponent,xg,xga,poss,attendance,captain,formation,referee,match report,notes,sh,sot,sot%,g/sh,g/sot,dist,pk,pkatt,g-xg,np:g-xg,sca,gca,att 3rd,att pen,att,succ,succ%,prgc,1/3,cpa,year,team
4,2019-09-05,21:45,UEFA Euro Qualifying,Group stage,Thu,Away,D,1,1,il Israel,,,34.0,15200.0,Ilija Nestorovski,3-1-4-2,Andreas Ekberg,Match Report,,7.0,3.0,42.9,0.14,0.33,,0,0,,,,,,,,,,,,,2021,North
5,2019-09-09,21:45,UEFA Euro Qualifying,Group stage,Mon,Away,W,2,0,lv Latvia,,,52.0,2724.0,Goran Pandev,4-2-3-1,Espen Andreas Eskås,Match Report,,13.0,8.0,61.5,0.15,0.25,,0,0,,,,,,,,,,,,,2021,North
6,2019-10-10,20:45,UEFA Euro Qualifying,Group stage,Thu,Home,W,2,1,si Slovenia,,,46.0,16500.0,Goran Pandev,3-4-1-2,Danny Makkelie,Match Report,,13.0,5.0,38.5,0.15,0.4,,0,0,,,,,,,,,,,,,2021,North
7,2019-10-13,20:45,UEFA Euro Qualifying,Group stage,Sun,Away,L,0,2,pl Poland,,,36.0,52894.0,Goran Pandev,3-4-1-2,Antonio Matéu Lahoz,Match Report,,7.0,2.0,28.6,0.0,0.0,,0,0,,,,,,,,,,,,,2021,North
8,2019-11-16,20:45,UEFA Euro Qualifying,Group stage,Sat,Away,L,1,2,at Austria,,,47.0,41100.0,Stefan Ristovski,3-4-3,Michael Oliver,Match Report,,9.0,4.0,44.4,0.11,0.25,,0,0,,,,,,,,,,,,,2021,North
9,2019-11-19,20:45,UEFA Euro Qualifying,Group stage,Tue,Home,W,1,0,il Israel,,,43.0,5573.0,Goran Pandev,4-2-3-1,Paolo Valeri,Match Report,,15.0,5.0,33.3,0.07,0.2,,0,0,,,,,,,,,,,,,2021,North
10,2020-10-08,20:45,UEFA Euro Qualifying,Semi-finals,Thu,Home,W,2,1,xk Kosovo,,,41.0,,Goran Pandev,3-4-1-2,Danny Makkelie,Match Report,,17.0,9.0,52.9,0.06,0.11,,0,0,,,,,,,,,,,,,2021,North
11,2020-11-12,21:00,UEFA Euro Qualifying,Finals,Thu,Away,W,1,0,ge Georgia,,,44.0,,Goran Pandev,3-4-1-2,Anthony Taylor,Match Report,,7.0,2.0,28.6,0.14,0.5,,0,0,,,,,,,,,,,,,2021,North
12,2021-06-01,18:00,Friendlies (M),Friendlies (M),Tue,Home,D,1,1,si Slovenia,,,,,Goran Pandev,3-4-1-2,Besfort Kasumi,Match Report,,,,,,,,0,0,,,,,,,,,,,,,2021,North
13,2021-06-04,18:00,Friendlies (M),Friendlies (M),Fri,Home,W,4,0,kz Kazakhstan,,,,,Goran Pandev,3-3-2-2,Milovan Milačić,Match Report,,,,,,,,1,1,,,,,,,,,,,,,2021,North
14,2021-06-13,19:00,UEFA Euro,Group stage,Sun,Neutral,L,1,3,at Austria,0.6,2.0,38.0,9082.0,Goran Pandev,5-3-2,Andreas Ekberg,Match Report,,7.0,2.0,28.6,0.14,0.5,18.6,0,0,0.4,0.4,10.0,0.0,77.0,7.0,13.0,7.0,53.8,7.0,8.0,0.0,2021,North
15,2021-06-17,16:00,UEFA Euro,Group stage,Thu,Neutral,L,1,2,ua Ukraine,1.3,3.4,48.0,10001.0,Goran Pandev,3-5-2,Fernando Rapallini,Match Report,,12.0,4.0,33.3,0.08,0.25,23.5,0,1,-0.3,0.6,21.0,1.0,110.0,12.0,18.0,13.0,72.2,11.0,6.0,2.0,2021,North
16,2021-06-21,18:00,UEFA Euro,Group stage,Mon,Neutral,L,0,3,nl Netherlands,1.1,3.1,42.0,15227.0,Goran Pandev,4-2-3-1,István Kovács,Match Report,,13.0,1.0,7.7,0.0,0.0,19.2,0,0,-1.1,-1.1,22.0,0.0,126.0,13.0,14.0,3.0,21.4,23.0,22.0,4.0,2021,North
0,2019-03-21,20:45,UEFA Euro Qualifying,Group stage,Thu,Home,W,4,0,by Belarus,,,62.0,38604.0,Virgil van Dijk,4-3-3,Davide Massa,Match Report,,10.0,6.0,60.0,0.3,0.5,,1,1,,,,,,,,,,,,,2021,Netherlands
1,2019-03-24,20:45,UEFA Euro Qualifying,Group stage,Sun,Home,L,2,3,de Germany,,,54.0,51694.0,Virgil van Dijk,4-3-3,Jesús Gil,Match Report,,16.0,6.0,37.5,0.13,0.33,,0,0,,,,,,,,,,,,,2021,Netherlands
2,2019-09-06,20:45,UEFA Euro Qualifying,Group stage,Fri,Away,W,4,2,de Germany,,,51.0,51299.0,Virgil van Dijk,4-3-3,Artur Dias,Match Report,,16.0,9.0,56.3,0.19,0.33,,0,0,,,,,,,,,,,,,2021,Netherlands
3,2019-09-09,21:45,UEFA Euro Qualifying,Group stage,Mon,Away,W,4,0,ee Estonia,,,72.0,11006.0,Virgil van Dijk,4-3-3,Serhiy Boiko,Match Report,,20.0,10.0,50.0,0.2,0.4,,0,0,,,,,,,,,,,,,2021,Netherlands
4,2019-10-10,20:45,UEFA Euro Qualifying,Group stage,Thu,Home,W,3,1,nir Northern Ireland,,,77.0,41348.0,Virgil van Dijk,4-3-3,Benoît Bastien,Match Report,,23.0,7.0,30.4,0.13,0.43,,0,0,,,,,,,,,,,,,2021,Netherlands
5,2019-10-13,19:00,UEFA Euro Qualifying,Group stage,Sun,Away,W,2,1,by Belarus,,,76.0,21639.0,Virgil van Dijk,4-3-3,Anastasios Sidiropoulos,Match Report,,21.0,7.0,33.3,0.1,0.29,,0,0,,,,,,,,,,,,,2021,Netherlands
6,2019-11-16,19:45,UEFA Euro Qualifying,Group stage,Sat,Away,D,0,0,nir Northern Ireland,,,69.0,18404.0,Virgil van Dijk,4-2-3-1,Szymon Marciniak,Match Report,,14.0,3.0,21.4,0.0,0.0,,0,0,,,,,,,,,,,,,2021,Netherlands
7,2019-11-19,20:45,UEFA Euro Qualifying,Group stage,Tue,Home,W,5,0,ee Estonia,,,66.0,50386.0,Georginio Wijnaldum,4-2-3-1,Davide Massa,Match Report,,22.0,14.0,63.6,0.23,0.36,,0,0,,,,,,,,,,,,,2021,Netherlands
8,2021-06-02,20:45,Friendlies (M),Friendlies (M),Wed,Home,D,2,2,sct Scotland,,,,,Georginio Wijnaldum,5-3-2,Vitor Ferreira Fernandes,Match Report,,,,,,,,0,0,,,,,,,,,,,,,2021,Netherlands
9,2021-06-06,18:00,Friendlies (M),Friendlies (M),Sun,Home,W,3,0,ge Georgia,,,,,Georginio Wijnaldum,5-3-2,Erik Lambrechts,Match Report,,,,,,,,1,1,,,,,,,,,,,,,2021,Netherlands
10,2021-06-13,21:00,UEFA Euro,Group stage,Sun,Neutral,W,3,2,ua Ukraine,1.5,0.5,62.0,15837.0,Georginio Wijnaldum,3-4-1-2,Felix Brych,Match Report,,15.0,7.0,46.7,0.2,0.43,17.5,0,0,1.5,1.5,26.0,4.0,271.0,33.0,27.0,13.0,48.1,22.0,30.0,6.0,2021,Netherlands
11,2021-06-17,21:00,UEFA Euro,Group stage,Thu,Neutral,W,2,0,at Austria,3.1,0.7,47.0,15243.0,Georginio Wijnaldum,3-4-1-2,Orel Grinfeeld,Match Report,,13.0,2.0,15.4,0.08,0.5,16.2,1,1,-1.1,-1.3,18.0,3.0,106.0,18.0,20.0,10.0,50.0,23.0,12.0,3.0,2021,Netherlands
12,2021-06-21,18:00,UEFA Euro,Group stage,Mon,Neutral,W,3,0,mk N. Macedonia,3.1,1.1,58.0,15227.0,Georginio Wijnaldum,3-4-1-2,István Kovács,Match Report,,17.0,6.0,35.3,0.18,0.5,17.8,0,0,-0.1,-0.1,27.0,5.0,216.0,42.0,23.0,16.0,69.6,28.0,19.0,13.0,2021,Netherlands
13,2021-06-27,18:00,UEFA Euro,Round of 16,Sun,Neutral,L,0,2,cz Czechia,0.9,1.6,52.0,52834.0,Georginio Wijnaldum,3-4-1-2,Sergey Karasev,Match Report,,6.0,0.0,0.0,0.0,,15.5,0,0,-0.9,-0.9,10.0,0.0,137.0,17.0,17.0,10.0,58.8,14.0,14.0,4.0,2021,Netherlands
0,2019-03-22,19:45,UEFA Euro Qualifying,Group stage,Fri,Away,D,0,0,pt Portugal,,,41.0,58355.0,Andriy Pyatov,4-1-4-1,Clément Turpin,Match Report,,6.0,1.0,16.7,0.0,0.0,,0,0,,,,,,,,,,,,,2021,Ukraine
1,2019-03-25,20:45,UEFA Euro Qualifying,Group stage,Mon,Away,W,2,1,lu Luxembourg,,,62.0,4653.0,Andriy Pyatov,4-1-4-1,Mattias Gestranius,Match Report,,14.0,3.0,21.4,0.07,0.33,,0,0,,,,,,,,,,,,,2021,Ukraine
2,2019-06-07,21:45,UEFA Euro Qualifying,Group stage,Fri,Home,W,5,0,rs Serbia,,,58.0,35000.0,Andriy Pyatov,4-2-3-1,Antonio Matéu Lahoz,Match Report,,21.0,9.0,42.9,0.24,0.56,,0,0,,,,,,,,,,,,,2021,Ukraine
3,2019-06-10,21:45,UEFA Euro Qualifying,Group stage,Mon,Home,W,1,0,lu Luxembourg,,,57.0,34700.0,Andriy Pyatov,4-2-3-1,Peter Kráľovič,Match Report,,16.0,7.0,43.8,0.06,0.14,,0,0,,,,,,,,,,,,,2021,Ukraine
4,2019-09-07,19:00,UEFA Euro Qualifying,Group stage,Sat,Away,W,3,0,lt Lithuania,,,69.0,5067.0,Andriy Pyatov,4-3-3,Irfan Peljto,Match Report,,18.0,8.0,44.4,0.17,0.38,,0,0,,,,,,,,,,,,,2021,Ukraine
5,2019-10-11,21:45,UEFA Euro Qualifying,Group stage,Fri,Home,W,2,0,lt Lithuania,,,68.0,32500.0,Andriy Pyatov,4-1-4-1,Harald Lechner,Match Report,,16.0,4.0,25.0,0.13,0.5,,0,0,,,,,,,,,,,,,2021,Ukraine
6,2019-10-14,21:45,UEFA Euro Qualifying,Group stage,Mon,Home,W,2,1,pt Portugal,,,41.0,65883.0,Andriy Pyatov,4-3-3,Anthony Taylor,Match Report,,5.0,4.0,80.0,0.4,0.5,,0,0,,,,,,,,,,,,,2021,Ukraine
7,2019-11-17,15:00,UEFA Euro Qualifying,Group stage,Sun,Away,D,2,2,rs Serbia,,,47.0,4457.0,Andriy Pyatov,4-1-4-1,Bobby Madden,Match Report,,13.0,5.0,38.5,0.15,0.4,,0,0,,,,,,,,,,,,,2021,Ukraine
8,2021-05-23,21:00,Friendlies (M),Friendlies (M),Sun,Home,D,1,1,bh Bahrain,,,,19000.0,Taras Stepanenko,4-1-4-1,Pavel Orel,Match Report,,,,,,,,0,0,,,,,,,,,,,,,2021,Ukraine
9,2021-06-03,21:00,Friendlies (M),Friendlies (M),Thu,Home,W,1,0,nir Northern Ireland,,,,,Andriy Yarmolenko,4-1-4-1,Szymon Marciniak,Match Report,,,,,,,,0,0,,,,,,,,,,,,,2021,Ukraine
10,2021-06-07,19:00,Friendlies (M),Friendlies (M),Mon,Home,W,4,0,cy Cyprus,,,,,Andriy Pyatov,4-1-4-1,Vitālijs Spasjoņņikovs,Match Report,,,,,,,,2,2,,,,,,,,,,,,,2021,Ukraine
11,2021-06-13,21:00,UEFA Euro,Group stage,Sun,Neutral,L,2,3,nl Netherlands,0.5,1.5,38.0,15837.0,Andriy Yarmolenko,4-3-3,Felix Brych,Match Report,,7.0,5.0,71.4,0.29,0.4,19.4,0,0,1.5,1.5,14.0,4.0,102.0,14.0,10.0,7.0,70.0,28.0,19.0,6.0,2021,Ukraine
12,2021-06-17,16:00,UEFA Euro,Group stage,Thu,Neutral,W,2,1,mk N. Macedonia,3.4,1.3,52.0,10001.0,Andriy Yarmolenko,4-3-3,Fernando Rapallini,Match Report,,16.0,7.0,43.8,0.13,0.29,16.8,0,1,-1.4,-0.6,32.0,4.0,147.0,34.0,18.0,6.0,33.3,25.0,14.0,7.0,2021,Ukraine
13,2021-06-21,19:00,UEFA Euro,Group stage,Mon,Neutral,L,0,1,at Austria,0.3,1.6,50.0,10472.0,Andriy Yarmolenko,4-3-3,Cüneyt Çakιr,Match Report,,5.0,1.0,20.0,0.0,0.0,15.0,0,0,-0.3,-0.3,10.0,0.0,117.0,11.0,8.0,4.0,50.0,15.0,13.0,4.0,2021,Ukraine
14,2021-06-29,20:00,UEFA Euro,Round of 16,Tue,Neutral,W,2,1,se Sweden,1.8,1.2,54.0,9221.0,Andriy Yarmolenko,3-5-2,Daniele Orsato,Match Report,Required Extra Time,15.0,4.0,26.7,0.13,0.5,18.5,0,0,0.2,0.2,29.0,4.0,201.0,28.0,7.0,4.0,57.1,29.0,21.0,4.0,2021,Ukraine
15,2021-07-03,21:00,UEFA Euro,Quarter-finals,Sat,Home,L,0,4,eng England,0.3,2.0,48.0,11880.0,Andriy Yarmolenko,3-5-2,Felix Brych,Match Report,,7.0,2.0,28.6,0.0,0.0,24.2,0,0,-0.3,-0.3,11.0,0.0,96.0,17.0,5.0,3.0,60.0,12.0,6.0,4.0,2021,Ukraine
16,2021-09-08,20:45,Friendlies (M),Friendlies (M),Wed,Away,D,1,1,cz Czechia,,,,,Andriy Yarmolenko,3-4-3,Filip Glova,Match Report,,,,,,,,0,0,,,,,,,,,,,,,2021,Ukraine
17,2021-11-11,20:30,Friendlies (M),Friendlies (M),Thu,Home,D,1,1,bg Bulgaria,,,,,Andriy Yarmolenko,3-4-3,Arda Kardeşler,Match Report,,,,,,,,0,0,,,,,,,,,,,,,2021,Ukraine
0,2019-03-21,21:00,UEFA Euro Qualifying,Group stage,Thu,Away,L,0,3,kz Kazakhstan,,,59.0,27641.0,Callum McGregor,4-3-3,Srđan Jovanović,Match Report,,10.0,2.0,20.0,0.0,0.0,,0,0,,,,,,,,,,,,,2021,Scotland
1,2019-03-24,18:00,UEFA Euro Qualifying,Group stage,Sun,Away,W,2,0,sm San Marino,,,77.0,4077.0,Andrew Robertson,4-2-2-2,Manuel Schüttengruber,Match Report,,21.0,6.0,28.6,0.1,0.33,,0,0,,,,,,,,,,,,,2021,Scotland
2,2019-06-08,19:45,UEFA Euro Qualifying,Group stage,Sat,Home,W,2,1,cy Cyprus,,,53.0,31277.0,Andrew Robertson,4-3-2-1,Ola Nilsen,Match Report,,16.0,6.0,37.5,0.13,0.33,,0,0,,,,,,,,,,,,,2021,Scotland
3,2019-06-11,20:45,UEFA Euro Qualifying,Group stage,Tue,Away,L,0,3,be Belgium,,,29.0,32482.0,Charlie Mulgrew,4-2-3-1,Petr Ardeleánu,Match Report,,4.0,2.0,50.0,0.0,0.0,,0,0,,,,,,,,,,,,,2021,Scotland
4,2019-09-06,19:45,UEFA Euro Qualifying,Group stage,Fri,Home,L,1,2,ru Russia,,,46.0,32432.0,Andrew Robertson,4-3-3,Anastasios Sidiropoulos,Match Report,,14.0,5.0,35.7,0.07,0.2,,0,0,,,,,,,,,,,,,2021,Scotland
5,2019-09-09,19:45,UEFA Euro Qualifying,Group stage,Mon,Home,L,0,4,be Belgium,,,48.0,25524.0,Andrew Robertson,4-3-3,Paweł Gil,Match Report,,10.0,3.0,30.0,0.0,0.0,,0,0,,,,,,,,,,,,,2021,Scotland
6,2019-10-10,21:45,UEFA Euro Qualifying,Group stage,Thu,Away,L,0,4,ru Russia,,,36.0,55703.0,Andrew Robertson,4-2-3-1,Jakob Kehlet,Match Report,,4.0,2.0,50.0,0.0,0.0,,0,0,,,,,,,,,,,,,2021,Scotland
7,2019-10-13,17:00,UEFA Euro Qualifying,Group stage,Sun,Home,W,6,0,sm San Marino,,,75.0,20699.0,Andrew Robertson,4-2-3-1,Jérôme Brisard,Match Report,,31.0,13.0,41.9,0.19,0.46,,0,0,,,,,,,,,,,,,2021,Scotland
8,2019-11-16,16:00,UEFA Euro Qualifying,Group stage,Sat,Away,W,2,1,cy Cyprus,,,42.0,7595.0,Steven Naismith,4-4-1-1,Harald Lechner,Match Report,,8.0,4.0,50.0,0.25,0.5,,0,0,,,,,,,,,,,,,2021,Scotland
9,2019-11-19,19:45,UEFA Euro Qualifying,Group stage,Tue,Home,W,3,1,kz Kazakhstan,,,62.0,19515.0,Steven Naismith,4-2-3-1,Bas Nijhuis,Match Report,,22.0,9.0,40.9,0.14,0.33,,0,0,,,,,,,,,,,,,2021,Scotland
10,2020-10-08,19:45,UEFA Euro Qualifying,Semi-finals,Thu,Home,D,0 (5),0 (3),il Israel,,,42.0,,Andrew Robertson,3-4-1-2,Ovidiu Hațegan,Match Report,Scotland won on penalty kicks following extra time,17.0,1.0,5.9,0.0,0.0,,0,0,,,,,,,,,,,,,2021,Scotland
11,2020-11-12,20:45,UEFA Euro Qualifying,Finals,Thu,Away,D,1 (5),1 (4),rs Serbia,,,42.0,,Andrew Robertson,3-4-1-2,Antonio Matéu Lahoz,Match Report,Scotland won on penalty kicks following extra time,10.0,4.0,40.0,0.1,0.25,,0,0,,,,,,,,,,,,,2021,Scotland
12,2021-06-02,20:45,Friendlies (M),Friendlies (M),Wed,Away,D,2,2,nl Netherlands,,,,,Andrew Robertson,4-1-4-1,Vitor Ferreira Fernandes,Match Report,,,,,,,,0,0,,,,,,,,,,,,,2021,Scotland
13,2021-06-06,18:00,Friendlies (M),Friendlies (M),Sun,Away,W,1,0,lu Luxembourg,,,,,Andrew Robertson,4-1-4-1,Eldorjan Hamiti,Match Report,,,,,,,,0,0,,,,,,,,,,,,,2021,Scotland
14,2021-06-14,14:00,UEFA Euro,Group stage,Mon,Neutral,L,0,2,cz Czechia,1.9,1.1,57.0,9847.0,Andrew Robertson,3-5-2,Daniel Siebert,Match Report,,19.0,4.0,21.1,0.0,0.0,15.7,0,0,-1.9,-1.9,33.0,0.0,158.0,29.0,20.0,15.0,75.0,12.0,10.0,2.0,2021,Scotland
15,2021-06-18,20:00,UEFA Euro,Group stage,Fri,Neutral,D,0,0,eng England,0.6,1.4,40.0,20306.0,Andrew Robertson,3-4-1-2,Antonio Matéu Lahoz,Match Report,,11.0,1.0,9.1,0.0,0.0,18.2,0,0,-0.6,-0.6,19.0,0.0,102.0,17.0,7.0,4.0,57.1,8.0,10.0,0.0,2021,Scotland
16,2021-06-22,20:00,UEFA Euro,Group stage,Tue,Neutral,L,1,3,hr Croatia,1.4,1.0,34.0,9896.0,Andrew Robertson,3-5-2,Fernando Rapallini,Match Report,,11.0,3.0,27.3,0.09,0.33,16.2,0,0,-0.4,-0.4,20.0,2.0,103.0,17.0,5.0,2.0,40.0,9.0,13.0,1.0,2021,Scotland
0,2019-03-22,19:45,UEFA Euro Qualifying,Group stage,Fri,Away,L,0,5,eng England,,,34.0,82575.0,Vladimír Darida,4-2-3-1,Artur Dias,Match Report,,7.0,2.0,28.6,0.0,0.0,,0,0,,,,,,,,,,,,,2021,Czechia
1,2019-06-07,20:45,UEFA Euro Qualifying,Group stage,Fri,Home,W,2,1,bg Bulgaria,,,51.0,13482.0,Marek Suchý,4-2-3-1,Tamás Bognár,Match Report,,18.0,4.0,22.2,0.11,0.5,,0,0,,,,,,,,,,,,,2021,Czechia
2,2019-06-10,20:45,UEFA Euro Qualifying,Group stage,Mon,Home,W,3,0,me Montenegro,,,50.0,11565.0,Marek Suchý,4-2-3-1,Vladislav Bezborodov,Match Report,,15.0,5.0,33.3,0.07,0.2,,1,1,,,,,,,,,,,,,2021,Czechia
3,2019-09-07,15:00,UEFA Euro Qualifying,Group stage,Sat,Away,L,1,2,xk Kosovo,,,60.0,12678.0,Marek Suchý,4-2-3-1,Danny Makkelie,Match Report,,12.0,5.0,41.7,0.08,0.2,,0,0,,,,,,,,,,,,,2021,Czechia
4,2019-09-10,20:45,UEFA Euro Qualifying,Group stage,Tue,Away,W,3,0,me Montenegro,,,53.0,5951.0,Marek Suchý,4-2-3-1,Ali Palabıyık,Match Report,,17.0,8.0,47.1,0.12,0.25,,1,1,,,,,,,,,,,,,2021,Czechia
5,2019-10-11,20:45,UEFA Euro Qualifying,Group stage,Fri,Home,W,2,1,eng England,,,44.0,18651.0,Vladimír Darida,4-2-3-1,Damir Skomina,Match Report,,17.0,8.0,47.1,0.12,0.25,,0,0,,,,,,,,,,,,,2021,Czechia
6,2019-11-14,20:45,UEFA Euro Qualifying,Group stage,Thu,Home,W,2,1,xk Kosovo,,,59.0,10986.0,Vladimír Darida,4-2-3-1,Gianluca Rocchi,Match Report,,27.0,8.0,29.6,0.07,0.25,,0,0,,,,,,,,,,,,,2021,Czechia
7,2019-11-17,19:00,UEFA Euro Qualifying,Group stage,Sun,Away,L,0,1,bg Bulgaria,,,69.0,,Vladimír Darida,4-2-3-1,Sergey Karasev,Match Report,,18.0,5.0,27.8,0.0,0.0,,0,0,,,,,,,,,,,,,2021,Czechia
8,2021-06-04,20:45,Friendlies (M),Friendlies (M),Fri,Away,L,0,4,it Italy,,,,,Vladimír Darida,4-2-3-1,Lionel Tschudi,Match Report,,,,,,,,0,0,,,,,,,,,,,,,2021,Czechia
9,2021-06-08,20:15,Friendlies (M),Friendlies (M),Tue,Home,W,3,1,al Albania,,,,,Vladimír Darida,4-2-3-1,Peter Kráľovič,Match Report,,,,,,,,0,0,,,,,,,,,,,,,2021,Czechia
10,2021-06-14,14:00,UEFA Euro,Group stage,Mon,Neutral,W,2,0,sct Scotland,1.1,1.9,43.0,9847.0,Vladimír Darida,4-2-3-1,Daniel Siebert,Match Report,,10.0,7.0,70.0,0.2,0.29,20.1,0,0,0.9,0.9,13.0,2.0,136.0,22.0,11.0,7.0,63.6,10.0,7.0,2.0,2021,Czechia
11,2021-06-18,17:00,UEFA Euro,Group stage,Fri,Neutral,D,1,1,hr Croatia,1.6,0.9,51.0,5607.0,Vladimír Darida,4-2-3-1,Carlos del Cerro,Match Report,,10.0,0.0,0.0,0.0,,15.4,1,1,-0.6,-0.8,22.0,2.0,151.0,22.0,10.0,7.0,70.0,22.0,11.0,4.0,2021,Czechia
12,2021-06-22,20:00,UEFA Euro,Group stage,Tue,Neutral,L,0,1,eng England,0.3,1.5,44.0,19104.0,Vladimír Darida,4-2-3-1,Artur Soares Dias,Match Report,,7.0,1.0,14.3,0.0,0.0,20.2,0,0,-0.3,-0.3,12.0,0.0,119.0,13.0,4.0,2.0,50.0,12.0,14.0,3.0,2021,Czechia
13,2021-06-27,18:00,UEFA Euro,Round of 16,Sun,Neutral,W,2,0,nl Netherlands,1.6,0.9,48.0,52834.0,Tomáš Souček,4-1-4-1,Sergey Karasev,Match Report,,12.0,5.0,41.7,0.17,0.4,15.9,0,0,0.4,0.4,22.0,4.0,135.0,12.0,11.0,8.0,72.7,20.0,20.0,2.0,2021,Czechia
14,2021-07-03,20:00,UEFA Euro,Quarter-finals,Sat,Home,L,1,2,dk Denmark,1.6,1.5,55.0,16306.0,Tomáš Souček,4-2-3-1,Björn Kuipers,Match Report,,16.0,5.0,31.3,0.06,0.2,16.4,0,0,-0.6,-0.6,30.0,2.0,162.0,27.0,12.0,9.0,75.0,20.0,12.0,2.0,2021,Czechia
15,2021-09-08,20:45,Friendlies (M),Friendlies (M),Wed,Home,D,1,1,ua Ukraine,,,,,Tomáš Souček,4-2-3-1,Filip Glova,Match Report,,,,,,,,0,0,,,,,,,,,,,,,2021,Czechia
16,2021-11-11,18:30,Friendlies (M),Friendlies (M),Thu,Home,W,7,0,kw Kuwait,,,,,Tomáš Souček,4-2-3-1,Peter Kráľovič,Match Report,,,,,,,,0,0,,,,,,,,,,,,,2021,Czechia
0,2019-03-21,20:45,UEFA Euro Qualifying,Group stage,Thu,Away,W,1,0,at Austria,,,42.0,40400.0,Robert Lewandowski,4-4-2,Anastasios Sidiropoulos,Match Report,,11.0,5.0,45.5,0.09,0.2,,0,0,,,,,,,,,,,,,2021,Poland
1,2019-03-24,20:45,UEFA Euro Qualifying,Group stage,Sun,Home,W,2,0,lv Latvia,,,72.0,51112.0,Robert Lewandowski,4-4-2,Aghayev Aliyev,Match Report,,23.0,8.0,34.8,0.09,0.25,,0,0,,,,,,,,,,,,,2021,Poland
2,2019-06-07,20:45,UEFA Euro Qualifying,Group stage,Fri,Away,W,1,0,mk N. Macedonia,,,52.0,22000.0,Robert Lewandowski,4-2-3-1,Gianluca Rocchi,Match Report,,7.0,2.0,28.6,0.14,0.5,,0,0,,,,,,,,,,,,,2021,Poland
3,2019-06-10,20:45,UEFA Euro Qualifying,Group stage,Mon,Home,W,4,0,il Israel,,,48.0,57229.0,Robert Lewandowski,4-4-2,Tobias Stieler,Match Report,,14.0,4.0,28.6,0.21,0.75,,1,1,,,,,,,,,,,,,2021,Poland
4,2019-09-06,20:45,UEFA Euro Qualifying,Group stage,Fri,Away,L,0,2,si Slovenia,,,65.0,15231.0,Robert Lewandowski,4-4-2,Sergey Karasev,Match Report,,7.0,1.0,14.3,0.0,0.0,,0,0,,,,,,,,,,,,,2021,Poland
5,2019-09-09,20:45,UEFA Euro Qualifying,Group stage,Mon,Home,D,0,0,at Austria,,,35.0,56788.0,Robert Lewandowski,4-4-2,Viktor Kassai,Match Report,,7.0,2.0,28.6,0.0,0.0,,0,0,,,,,,,,,,,,,2021,Poland
6,2019-10-10,21:45,UEFA Euro Qualifying,Group stage,Thu,Away,W,3,0,lv Latvia,,,65.0,7107.0,Robert Lewandowski,4-2-3-1,Halis Özkahya,Match Report,,14.0,7.0,50.0,0.21,0.43,,0,0,,,,,,,,,,,,,2021,Poland
7,2019-10-13,20:45,UEFA Euro Qualifying,Group stage,Sun,Home,W,2,0,mk N. Macedonia,,,64.0,52894.0,Robert Lewandowski,4-2-3-1,Antonio Matéu Lahoz,Match Report,,20.0,4.0,20.0,0.1,0.5,,0,0,,,,,,,,,,,,,2021,Poland
8,2019-11-16,21:45,UEFA Euro Qualifying,Group stage,Sat,Away,W,2,1,il Israel,,,48.0,16700.0,Kamil Glik,4-2-3-1,Mattias Gestranius,Match Report,,20.0,11.0,55.0,0.1,0.18,,0,0,,,,,,,,,,,,,2021,Poland
9,2019-11-19,20:45,UEFA Euro Qualifying,Group stage,Tue,Home,W,3,2,si Slovenia,,,59.0,53946.0,Robert Lewandowski,4-2-3-1,Daniel Siebert,Match Report,,20.0,7.0,35.0,0.15,0.43,,0,0,,,,,,,,,,,,,2021,Poland
10,2021-06-01,20:45,Friendlies (M),Friendlies (M),Tue,Home,D,1,1,ru Russia,,,,,Grzegorz Krychowiak,4-2-2-2,Marco Guida,Match Report,,,,,,,,0,0,,,,,,,,,,,,,2021,Poland
11,2021-06-08,18:00,Friendlies (M),Friendlies (M),Tue,Home,D,2,2,is Iceland,,,,,Robert Lewandowski,4-2-2-2,Balázs Berke,Match Report,,,,,,,,0,0,,,,,,,,,,,,,2021,Poland
12,2021-06-14,17:00,UEFA Euro,Group stage,Mon,Neutral,L,1,2,sk Slovakia,1.4,0.4,58.0,12862.0,Robert Lewandowski,3-1-4-2,Ovidiu Hațegan,Match Report,,17.0,3.0,17.6,0.06,0.33,19.5,0,0,-0.4,-0.4,27.0,2.0,244.0,25.0,15.0,9.0,60.0,16.0,13.0,4.0,2021,Poland
13,2021-06-19,21:00,UEFA Euro,Group stage,Sat,Neutral,D,1,1,es Spain,1.3,2.9,24.0,11742.0,Robert Lewandowski,3-5-2,Daniele Orsato,Match Report,,5.0,2.0,40.0,0.2,0.5,15.2,0,0,-0.3,-0.3,8.0,2.0,81.0,10.0,15.0,9.0,60.0,4.0,3.0,2.0,2021,Poland
14,2021-06-23,17:00,UEFA Euro,Group stage,Wed,Neutral,L,2,3,se Sweden,1.9,1.1,66.0,14252.0,Robert Lewandowski,3-4-1-2,Michael Oliver,Match Report,,18.0,6.0,33.3,0.11,0.33,19.3,0,0,0.1,0.1,34.0,4.0,200.0,27.0,12.0,6.0,50.0,31.0,26.0,5.0,2021,Poland
